BGC	UMAP001	UMAP002
BGC0001660	-2.83673	11.612248
BGC0001661	11.677656	15.358604
BGC0001662	12.902089	13.637344
BGC0001663	12.413936	10.648747
BGC0001664	8.110465	6.2497063
BGC0001665	12.695764	13.225834
BGC0001666	11.467109	13.884721
BGC0001667	16.472132	6.7612934
BGC0001668	9.741266	-1.7291304
BGC0001669	-3.339907	12.25246
BGC0001670	11.325485	13.192374
BGC0001671	11.896421	-2.683685
BGC0001672	11.378384	-2.8356493
BGC0001674	-3.7906158	12.318185
BGC0001675	12.475794	15.858158
BGC0001677	10.025272	12.830366
BGC0001678	3.9520001	1.4735245
BGC0001679	10.295999	-0.9824773
BGC0001680	3.0245228	2.2979157
BGC0001681	2.8453505	2.7584367
BGC0001682	2.858506	2.4583983
BGC0001683	2.8512037	2.1812632
BGC0001684	2.5241103	2.550463
BGC0001685	2.9759934	3.272187
BGC0001686	11.969599	-2.5239344
BGC0001687	2.5561583	2.2581646
BGC0001690	14.238875	11.908268
BGC0001692	13.064385	-2.711128
BGC0001693	12.1283455	15.140543
BGC0001694	13.136459	12.292904
BGC0001695	16.556797	7.046757
BGC0001696	-1.6656858	9.873955
BGC0001699	11.23744	-1.8031908
BGC0001700	12.544399	13.309642
BGC0001701	-2.7171836	11.314608
BGC0001702	16.970755	9.760626
BGC0001703	3.84244	0.79383844
BGC0001704	3.954407	0.80148256
BGC0001705	16.50196	6.724737
BGC0001706	8.504083	6.0699162
BGC0001707	-4.066084	11.124078
BGC0001708	9.445769	12.456836
BGC0001709	13.257671	13.838694
BGC0001711	17.099865	7.581953
BGC0001712	9.894914	-0.76147074
BGC0001713	3.5319915	2.6023822
BGC0001715	13.396353	-2.636618
BGC0001716	12.348844	-2.1772218
BGC0001717	10.316483	-1.431116
BGC0001718	10.324255	-1.11471
BGC0001719	13.4494295	14.550619
BGC0001720	10.942052	14.500567
BGC0001721	13.022044	-2.4738152
BGC0001722	9.708228	12.547599
BGC0001723	11.087952	15.469265
BGC0001724	13.071457	10.390054
BGC0001725	3.3012	2.816249
BGC0001726	14.527011	10.1243305
BGC0001727	-3.767191	12.069543
BGC0001728	16.844164	8.859391
BGC0001729	9.644551	12.583077
BGC0001730	11.072149	15.2082405
BGC0001731	3.6769695	1.8670328
BGC0001732	3.4711454	1.8115956
BGC0001733	-1.215131	8.350792
BGC0001735	2.57412	1.959009
BGC0001736	10.180721	-2.2357738
BGC0001737	17.445518	7.719038
BGC0001738	14.596258	10.454571
BGC0001739	3.9875689	1.5671073
BGC0001740	16.335793	6.8942046
BGC0001741	14.33228	10.0349
BGC0001742	11.821499	13.9675865
BGC0001743	-1.5315732	9.638211
BGC0001745	-1.9620353	9.47655
BGC0001746	8.4777565	5.4494395
BGC0001747	3.4468915	3.0576255
BGC0001748	16.57576	6.7085195
BGC0001749	12.356488	12.4821825
BGC0001750	16.643867	9.287343
BGC0001751	15.3767	9.816515
BGC0001752	11.91032	-3.861849
BGC0001753	-3.9979517	11.06268
BGC0001755	13.389707	13.27028
BGC0001756	9.101659	6.063137
BGC0001757	3.8636231	1.702878
BGC0001758	12.1654005	-2.869228
BGC0001759	11.495263	14.07932
BGC0001760	13.495785	-3.4398043
BGC0001761	13.394174	11.94808
BGC0001762	13.398331	14.42834
BGC0001763	16.609444	7.1557946
BGC0001764	11.108364	-1.8246217
BGC0001765	0.053532884	2.059051
BGC0001767	11.635394	-3.6888027
BGC0001768	10.34653	-1.4822788
BGC0001769	12.41346	15.883038
BGC0001770	13.789928	12.790939
BGC0001771	10.977656	-2.9538019
BGC0001772	13.192142	10.7103
BGC0001773	13.224697	14.73386
BGC0001774	3.735318	2.7125108
BGC0001775	8.750901	6.7354326
BGC0001776	8.163589	5.8109612
BGC0001777	8.595503	6.0880084
BGC0001778	4.0632024	1.8588834
BGC0001779	-3.264445	11.976187
BGC0001780	14.746298	9.810275
BGC0001781	-3.2216697	11.9159
BGC0001782	4.24464	1.6209601
BGC0001783	3.9263346	2.6494143
BGC0001784	12.855468	13.722384
BGC0001785	13.328929	12.579735
BGC0001786	-3.3466175	11.895507
BGC0001787	-2.9688277	11.2295065
BGC0001788	-2.9798675	11.737668
BGC0001789	-3.827876	11.687632
BGC0001790	11.987466	-3.3206692
BGC0001791	11.877154	-2.5550656
BGC0001792	12.799971	-3.498934
BGC0001793	15.731111	9.204547
BGC0001794	15.770075	8.912698
BGC0001795	12.838471	13.0296135
BGC0001796	12.050083	-2.5238378
BGC0001797	-1.7562364	9.930304
BGC0001799	6.2235126	1.7059243
BGC0001800	17.095295	7.5680604
BGC0001801	11.929336	-3.8513863
BGC0001802	-1.556593	9.205754
BGC0001806	13.066354	-3.1401331
BGC0001807	16.964178	9.750623
BGC0001808	4.058847	1.4034548
BGC0001809	3.2552874	2.0410054
BGC0001810	11.011058	15.4642935
BGC0001811	8.496392	6.7399135
BGC0001812	12.259824	15.052932
BGC0001813	11.78654	-2.7525764
BGC0001814	13.078037	-3.1245313
BGC0001816	16.75852	7.923161
BGC0001817	2.710974	1.2637798
BGC0001818	11.209329	-3.0207226
BGC0001819	14.407573	11.661816
BGC0001820	10.477689	-1.5955837
BGC0001822	13.125919	-2.7292871
BGC0001823	16.222425	7.1446996
BGC0001824	12.088081	-2.7883086
BGC0001825	11.3904915	-2.8013914
BGC0001826	12.698726	-3.1998768
BGC0001827	10.283128	13.073444
BGC0001828	12.445873	14.051912
BGC0001829	17.086464	9.135065
BGC0001830	12.128059	14.964811
BGC0001831	11.407691	15.324492
BGC0001833	12.70478	-2.7861104
BGC0001834	11.8979845	-2.6884348
BGC0001835	13.048926	13.117958
BGC0001836	12.880863	13.054069
BGC0001837	11.929661	13.58665
BGC0001838	12.409007	-2.5118432
BGC0001839	9.106617	6.035464
BGC0001840	13.322108	-3.0301793
BGC0001841	13.556177	-3.427729
BGC0001842	13.104691	-3.263298
BGC0001843	12.065525	-3.6180744
BGC0001844	12.131837	-2.321422
BGC0001845	16.893555	7.949972
BGC0001846	10.550481	-3.44866
BGC0001847	2.811276	2.2903264
BGC0001848	3.415147	1.7991625
BGC0001849	-2.5656273	10.974716
BGC0001850	3.779235	1.8259629
BGC0001851	12.615671	16.102488
BGC0001852	12.575856	16.074032
BGC0001853	16.913849	9.73052
BGC0001854	10.97026	13.597398
BGC0001856	13.502706	14.749908
BGC0001857	13.651268	10.339003
BGC0001858	12.41901	10.5835705
BGC0001859	3.3985257	2.3773346
BGC0001860	-3.9618485	11.103151
BGC0001861	-3.903413	11.643682
BGC0001862	-2.3323755	11.547206
BGC0001863	-2.3815627	10.3308525
BGC0001864	-2.368769	11.580779
BGC0001865	12.2587385	12.933615
BGC0001866	12.487833	11.741672
BGC0001867	-2.7698941	10.6513605
BGC0001868	4.2647023	1.8163284
BGC0001869	3.8922706	1.2920945
BGC0001870	3.4063718	2.2023702
BGC0001872	13.3226	13.57649
BGC0001873	11.305785	-2.3764577
BGC0001874	13.808187	10.881655
BGC0001875	13.3873825	12.680337
BGC0001876	11.637106	-2.8576
BGC0001877	13.1804285	14.204751
BGC0001878	13.414122	-3.383721
BGC0001879	3.8380363	2.407142
BGC0001880	-2.0421863	9.650187
BGC0001881	13.940373	10.188955
BGC0001882	3.4937012	0.8544601
BGC0001884	15.343841	9.210721
BGC0001885	17.117678	8.738869
BGC0001886	10.429632	13.171519
BGC0001887	-1.5293503	9.335318
BGC0001888	3.4284823	2.1744945
BGC0001889	-3.6448157	12.439938
BGC0001890	11.432745	-1.839349
BGC0001891	2.8297212	2.628765
BGC0001892	12.531061	10.440433
BGC0001893	8.278696	5.7067184
BGC0001894	-0.44828758	1.503149
BGC0001895	11.431993	15.354298
BGC0001896	2.9460955	1.3464522
BGC0001897	14.269791	11.430698
BGC0001899	9.98565	12.476963
BGC0001902	17.459995	7.6119714
BGC0001903	3.4895668	1.0200136
BGC0001904	10.983365	15.127577
BGC0001905	1.9066124	1.5827149
BGC0001906	10.986235	13.723632
BGC0001907	14.217798	11.73252
BGC0001909	14.074852	12.514834
BGC0001910	8.399236	6.5286136
BGC0001911	8.355289	6.46073
BGC0001913	12.227789	12.601282
BGC0001917	13.120786	13.742158
BGC0001918	16.535892	6.740055
BGC0001919	16.995335	8.767103
BGC0001920	-3.755393	12.454989
BGC0001922	13.396833	14.718602
BGC0001923	9.6412945	12.59467
BGC0001924	8.63267	6.240302
BGC0001925	5.8050323	1.870877
BGC0001926	12.396649	10.561653
BGC0001927	13.637733	13.588028
BGC0001928	3.5258768	2.152244
BGC0001929	-1.4739447	9.35417
BGC0001931	12.310287	14.966076
BGC0001934	14.033326	12.6302805
BGC0001937	4.151354	1.6044791
BGC0001938	11.192037	14.050641
BGC0001940	16.591007	9.289019
BGC0001941	17.269787	8.100792
BGC0001942	16.593897	6.864221
BGC0001944	13.625951	13.45978
BGC0001945	11.856388	-3.5874662
BGC0001947	-0.045301594	1.7814801
BGC0001948	4.3995576	2.6746519
BGC0001949	4.4928727	2.5905375
BGC0001950	16.374718	6.8368325
BGC0001951	16.354773	6.854377
BGC0001952	16.300215	7.4647202
BGC0001953	16.338034	6.966527
BGC0001954	12.911763	10.566072
BGC0001955	11.246306	-3.7679298
BGC0001956	14.397976	11.6739
BGC0001957	17.02174	9.825519
BGC0001959	4.3406744	1.8024616
BGC0001960	10.998927	15.317724
BGC0001962	11.272774	13.912883
BGC0001963	16.97469	9.848398
BGC0001964	10.916691	15.261566
BGC0001965	3.184855	0.84526
BGC0001966	16.26766	7.4974575
BGC0001967	13.555318	-3.2128654
BGC0001968	11.868339	-3.850071
BGC0001969	8.132999	6.294782
BGC0001970	16.236246	7.3173985
BGC0001971	16.246595	7.11666
BGC0001972	3.798633	2.3123522
BGC0001974	3.137937	2.3158216
BGC0001975	13.805884	-3.184022
BGC0001976	9.424539	12.432758
BGC0001979	12.057697	15.207433
BGC0001980	13.439349	-2.7646058
BGC0001983	3.89822	1.9751503
BGC0001984	12.224652	-3.1149666
BGC0001985	3.9434893	1.293108
BGC0001986	4.258697	2.618881
BGC0001987	11.852048	13.56667
BGC0001988	10.062596	12.895691
BGC0001989	3.9414446	0.9176558
BGC0001990	4.509097	2.4561357
BGC0001991	12.630316	13.042227
BGC0001992	3.5846806	2.8746066
BGC0001994	4.017044	1.2120456
BGC0001995	8.1693325	6.3516345
BGC0001996	3.8519573	2.293307
BGC0001997	8.137974	6.2192354
BGC0001998	13.108536	10.98857
BGC0001999	13.555776	-2.8190382
BGC0002000	11.250887	15.284284
BGC0002001	17.075054	7.3735237
BGC0002002	10.38925	-2.3764753
BGC0002004	-1.1589078	8.277524
BGC0002005	-1.3888512	8.827707
BGC0002006	-3.6689484	11.569073
BGC0002007	9.099364	6.7268996
BGC0002008	3.4836018	0.9394637
BGC0002009	12.817073	14.927663
BGC0002010	13.925046	11.934257
BGC0002011	11.511181	13.93864
BGC0002012	11.051383	15.14504
BGC0002013	-2.1937869	10.552039
BGC0002014	14.050786	-2.9311934
BGC0002015	-3.7879105	12.21072
BGC0002016	11.487442	15.338361
BGC0002017	12.577502	-3.7017963
BGC0002018	3.3769622	1.8854434
BGC0002019	8.971792	6.6715503
BGC0002020	10.54466	-3.6747575
BGC0002021	12.192824	15.093911
BGC0002022	13.95247	12.675777
BGC0002024	12.77019	13.685414
BGC0002025	13.405981	11.232129
BGC0002026	14.152028	10.610984
BGC0002028	12.138159	15.889078
BGC0002031	6.008716	1.9315792
BGC0002032	12.906457	12.722694
BGC0002033	12.516495	14.456706
BGC0002034	3.382268	1.4234315
BGC0002035	14.782752	9.649271
BGC0002036	3.9319034	1.6821785
BGC0002037	13.626007	-3.4065082
BGC0002038	11.954669	14.250846
BGC0002039	3.4911115	1.6065631
BGC0002040	3.0992725	1.6070524
BGC0002042	11.670777	-2.75032
BGC0002043	-1.3902907	9.245622
BGC0002044	13.399673	-3.3725545
BGC0002045	11.094515	15.3980255
BGC0002046	14.784131	10.822549
BGC0002047	11.021327	15.168971
BGC0002048	12.928928	-2.42505
BGC0002049	-1.5348288	9.410223
BGC0002050	16.939651	8.23029
BGC0002051	13.585345	-2.7462502
BGC0002052	2.5696552	2.0365617
BGC0002053	-3.755307	12.469488
BGC0002054	17.016161	9.673472
BGC0002055	14.698374	10.588591
BGC0002056	15.0230055	9.477653
BGC0002058	16.198715	6.8637586
BGC0002059	16.836227	8.157088
BGC0002060	13.138995	13.007287
BGC0002061	16.28714	6.9281754
BGC0002062	12.167386	13.36708
BGC0002063	10.04067	12.874493
BGC0002064	-3.136362	11.81118
BGC0002066	14.888259	10.065835
BGC0002067	14.835785	10.212542
BGC0002068	14.956541	9.487538
BGC0002069	2.7887914	1.7286379
BGC0002070	11.554655	15.382174
BGC0002071	13.21722	-2.9979453
BGC0002072	13.170791	13.651326
BGC0002073	3.5961685	2.468547
BGC0002074	-3.7481816	12.454745
BGC0002075	13.419684	-2.8436172
BGC0002076	3.633948	2.620131
BGC0002078	12.6811695	-3.6152887
BGC0002079	12.500899	-3.5961857
BGC0002080	3.7515316	2.2867186
BGC0002081	10.85673	15.146752
BGC0002082	14.976404	10.095777
BGC0002083	13.396357	11.747589
BGC0002084	-1.1867944	8.311714
BGC0002085	13.30484	14.886957
BGC0002086	12.241322	15.096867
BGC0002087	14.399889	10.954409
BGC0002088	13.327834	14.947612
BGC0002089	11.43059	-3.55748
BGC0002090	17.164728	8.784696
BGC0002091	11.443753	-2.9227972
BGC0002092	12.93976	-2.6988547
BGC0002093	14.677349	9.746207
BGC0002095	12.730162	-2.4906526
BGC0002096	13.97077	12.677057
BGC0002097	17.036425	9.832734
BGC0002098	13.167941	12.903167
BGC0002099	-1.3249544	8.619098
BGC0002100	10.864212	-3.3331342
BGC0002101	13.642621	13.268386
BGC0002102	12.635835	13.580697
BGC0002103	4.6289053	2.6037228
BGC0002104	14.379569	10.527955
BGC0002105	12.776669	13.549646
BGC0002106	13.272228	13.730302
BGC0002107	16.698208	9.058314
BGC0002108	12.890104	-2.4441533
BGC0002109	12.104717	-3.0030782
BGC0002110	-3.8295052	11.629892
BGC0002111	-2.4997194	11.400439
BGC0002114	17.184536	8.90508
BGC0002115	-1.4891009	8.916686
BGC0002116	-1.6207813	9.180588
BGC0002117	12.990766	-2.8158402
BGC0002118	15.337281	9.776795
BGC0002119	14.173943	11.418519
BGC0002120	-2.5684032	10.611198
BGC0002122	12.179254	-2.084517
BGC0002123	11.813586	-2.3263144
BGC0002124	13.194375	11.97929
BGC0002125	13.482635	-3.044312
BGC0002126	13.445242	-2.7181602
BGC0002127	10.9564085	13.876545
BGC0002128	4.2652383	1.8170375
BGC0002129	11.011879	15.363477
BGC0002130	-2.4627974	11.649574
BGC0002131	14.421662	11.669618
BGC0002132	3.207927	3.1407871
BGC0002133	-2.013508	9.746195
BGC0002134	3.234169	1.9839435
BGC0002135	12.246826	-2.0347133
BGC0002137	11.135148	15.198874
BGC0002138	14.318763	11.738061
BGC0002139	13.179345	10.540529
BGC0002140	11.978786	15.875474
BGC0002141	13.156462	14.94935
BGC0002142	12.273298	14.227685
BGC0002143	10.800093	15.336742
BGC0002144	-2.3969326	10.722109
BGC0002146	10.352956	-1.1359788
BGC0002147	12.251579	-3.0917397
BGC0002148	3.341065	1.9190739
BGC0002149	10.020957	-0.7022698
BGC0002150	-2.1275215	9.815017
BGC0002151	-2.1614408	9.739479
BGC0002152	3.4533796	2.9065595
BGC0002153	11.025016	13.690158
BGC0002154	11.704379	13.034521
BGC0002155	11.387467	13.043899
BGC0002157	10.330941	-1.3660713
BGC0002158	12.203787	-2.0430596
BGC0002160	10.335572	-1.4882417
BGC0002161	11.542106	13.051059
BGC0002162	8.11302	6.305287
BGC0002163	2.8191764	2.2377698
BGC0002164	10.359294	-1.4794053
BGC0002165	12.644134	10.401214
BGC0002166	10.388258	-1.510135
BGC0002167	11.528538	-1.9881974
BGC0002168	12.405425	10.584529
BGC0002169	15.206405	9.320732
BGC0002170	12.479211	10.691321
BGC0002171	15.760289	9.032789
BGC0002172	10.171821	-0.94799656
BGC0002173	9.074805	6.7180343
BGC0002174	13.415658	-3.502207
BGC0002175	11.340025	13.006627
BGC0002176	8.517033	5.5137873
BGC0002177	10.036934	12.878989
BGC0002178	10.517183	-1.072599
BGC0002180	12.411816	10.5733595
BGC0002181	9.054174	6.718266
BGC0002185	13.592457	10.420699
BGC0002186	14.440293	10.069364
BGC0002187	9.7751665	12.695574
BGC0002188	15.350933	9.0176115
BGC0002190	10.928083	14.410229
BGC0002191	13.937204	12.566542
BGC0002192	13.371369	11.077098
BGC0002193	3.9747925	0.95109135
BGC0002194	13.213396	10.51662
BGC0002195	3.5162716	2.4505613
BGC0002196	12.526645	11.649236
BGC0002197	13.408628	10.333409
BGC0002198	9.888045	-0.9376692
BGC0002199	10.236826	-1.0229284
BGC0002203	15.686531	8.47708
BGC0002204	14.931757	9.813629
BGC0002205	14.138732	10.0993805
BGC0002206	10.039066	12.959523
BGC0002207	4.514854	2.677523
BGC0002208	10.365978	-1.0208232
BGC0002209	12.787818	11.03738
BGC0002210	13.198136	10.364848
BGC0002211	12.432186	10.602087
BGC0002212	12.785849	12.546991
BGC0002213	12.417846	10.610052
BGC0002214	12.496116	10.5480795
BGC0002215	10.250348	12.445143
BGC0002216	8.243365	5.6621428
BGC0002217	8.583703	6.7049737
BGC0002218	8.405727	6.1802225
BGC0002219	8.685704	6.4673986
BGC0002220	8.708044	6.8890877
BGC0002221	8.709121	6.84081
BGC0002222	10.957758	14.527721
BGC0002223	10.825979	13.114407
BGC0002224	12.117169	13.030823
BGC0002225	9.982567	-0.63904107
BGC0002226	10.686705	-2.4632502
BGC0002227	14.660189	10.481333
BGC0002228	12.6645155	10.369577
BGC0002229	12.497799	11.475725
BGC0002230	14.82443	9.629476
BGC0002232	9.902535	-0.66082585
BGC0002233	12.411795	10.615145
BGC0002234	12.519701	10.482643
BGC0002235	13.333551	10.369908
BGC0002236	12.304623	12.472085
BGC0002237	13.187502	11.951903
BGC0002238	12.677007	11.445983
BGC0002239	14.588221	10.560272
BGC0002240	14.421629	10.760081
BGC0002242	10.334026	-1.0339874
BGC0002244	9.619844	12.556806
BGC0002245	8.690422	6.799236
BGC0002246	8.442503	6.6596236
BGC0002248	10.023619	-0.70100504
BGC0002249	2.3381445	1.4787416
BGC0002250	14.82085	9.649143
BGC0002253	12.1965065	12.526125
BGC0002254	12.579934	10.362806
BGC0002255	12.9274845	11.697543
BGC0002256	10.042325	-0.7740123
BGC0002257	10.8516	12.962188
BGC0002258	13.228039	11.923527
BGC0002259	16.551207	7.655467
BGC0002260	8.510394	6.127645
BGC0002261	12.324224	11.985577
BGC0002262	13.623321	13.520049
BGC0002264	9.900957	-0.70065385
BGC0002266	12.411468	10.590292
BGC0002267	12.040317	13.04258
BGC0002268	14.930146	9.893097
BGC0002270	15.754502	8.718732
BGC0002271	9.571691	-2.0239573
BGC0002272	10.74223	-1.612234
BGC0002273	10.317533	-0.95151883
BGC0002274	9.8170185	-1.9255266
BGC0002275	15.480134	9.078657
BGC0002276	11.424442	-2.1592824
BGC0002277	11.168913	-2.0780365
BGC0002278	9.919108	-0.73287153
BGC0002282	3.5595775	1.2300428
BGC0002283	4.5074024	2.634811
BGC0002284	3.47355	3.000975
BGC0002285	-1.5416311	9.085489
BGC0002286	12.381971	-2.415511
BGC0002287	16.134588	6.8966184
BGC0002288	11.043506	-1.9595139
BGC0002289	-2.961849	11.302968
BGC0002290	4.559068	2.6194305
BGC0002291	13.3977785	14.352545
BGC0002293	11.24995	-3.728533
BGC0002294	3.8992925	2.1159763
BGC0002295	11.251986	-3.7468755
BGC0002296	16.38909	6.8166323
BGC0002297	16.488487	6.7366853
BGC0002298	-3.5883117	12.412822
BGC0002300	12.328575	-3.3828325
BGC0002301	11.192991	13.135211
BGC0002302	0.0053446386	1.3432312
BGC0002303	-3.2088447	11.31472
BGC0002304	13.502221	10.297777
BGC0002305	3.8119442	1.3725692
BGC0002306	-2.3136525	11.371365
BGC0002307	-3.7516172	12.442111
BGC0002308	14.200349	11.761672
BGC0002309	8.476565	6.002903
BGC0002311	-1.3610951	8.5261545
BGC0002312	-2.3302844	11.047051
BGC0002313	3.7897282	2.0875483
BGC0002314	11.808201	-2.9628186
BGC0002315	12.078778	15.931927
BGC0002316	-3.7288876	12.373147
BGC0002317	-1.5269083	8.980976
BGC0002318	-3.4893208	12.296087
BGC0002319	-1.920379	9.448418
BGC0002320	8.650098	6.8415117
BGC0002321	3.867098	0.87438804
BGC0002322	-1.2816204	8.423066
BGC0002323	-3.7698112	11.880746
BGC0002324	13.399581	-3.4086368
BGC0002325	-1.6920546	9.139342
BGC0002326	12.980808	-3.0553365
BGC0002327	13.760985	-2.8215756
BGC0002328	-1.6156293	9.249347
BGC0002329	12.738179	-3.5529559
BGC0002330	-2.1295347	9.790641
BGC0002331	3.34194	2.8830972
BGC0002332	11.191212	13.967859
BGC0002333	12.8769865	14.055609
BGC0002334	3.0734231	3.2496865
BGC0002336	13.650821	-2.8020124
BGC0002337	-1.6179827	9.906959
BGC0002338	13.449386	11.001784
BGC0002339	9.054374	6.5793533
BGC0002340	12.15344	-3.743522
BGC0002341	2.518408	2.395972
BGC0002342	15.034705	10.183672
BGC0002343	-2.1622486	9.7231655
BGC0002344	11.343925	-3.8454273
BGC0002345	3.2065773	2.9066153
BGC0002346	-3.5523064	12.392412
BGC0002347	6.116747	1.7530962
BGC0002348	11.27003	-1.7570316
BGC0002349	13.097099	14.820392
BGC0002350	17.175663	9.311729
BGC0002351	12.931703	-3.3414369
BGC0002352	9.78028	-1.7960446
BGC0002353	-3.4129126	11.014694
BGC0002354	-1.3720607	8.781738
BGC0002355	12.9077635	14.131266
BGC0002356	12.859628	13.555069
BGC0002357	13.609005	13.33788
BGC0002358	10.648371	-3.814474
BGC0002359	11.69368	-3.4635105
BGC0002360	12.623537	-3.6117735
BGC0002361	12.583619	16.051348
BGC0002362	13.381251	14.312384
BGC0002363	-3.8084836	11.041857
BGC0002364	11.503737	13.838552
BGC0002365	14.595025	10.578601
BGC0002366	11.017132	14.659593
BGC0002367	11.209426	-1.8170168
BGC0002369	11.699307	15.272157
BGC0002370	12.360259	-3.6124122
BGC0002372	9.44005	12.430713
BGC0002373	12.679181	-2.368944
BGC0002374	13.331413	12.113668
BGC0002376	12.875714	14.094383
BGC0002377	12.377432	-3.0056052
BGC0002378	12.41626	-3.0165353
BGC0002379	13.538745	-3.1081502
BGC0002380	-2.4073322	10.542815
BGC0002381	13.477856	13.599381
BGC0002382	-3.197213	11.248442
BGC0002383	12.404703	15.7490835
BGC0002384	12.947772	-3.0344281
BGC0002385	12.394321	13.079485
BGC0002386	13.779728	-2.9493074
BGC0002387	12.507213	13.943979
BGC0002389	9.1003065	5.967916
BGC0002390	8.434005	5.6664395
BGC0002391	8.3439245	5.5013556
BGC0002392	8.574443	6.177721
BGC0002393	8.135516	6.424945
BGC0002394	8.334505	6.568012
BGC0002395	9.049389	6.650562
BGC0002396	8.049097	5.913595
BGC0002397	8.963139	6.1821785
BGC0002398	9.085827	6.1146126
BGC0002399	9.162067	6.1041055
BGC0002400	9.11741	6.13438
BGC0002401	9.049816	6.1162686
BGC0002402	9.105587	6.721655
BGC0002403	9.866322	12.781171
BGC0002404	3.1802304	1.9115902
BGC0002405	2.6627183	2.0667882
BGC0002406	4.4087925	2.0309753
BGC0002407	2.6457567	1.5631012
BGC0002408	12.747143	-2.538751
BGC0002409	13.260176	-3.3966932
BGC0002410	13.776424	-2.9271421
BGC0002411	16.406013	6.8062
BGC0002412	12.239231	-2.5306573
BGC0002413	11.404167	-1.8623927
BGC0002414	11.8689165	-2.795005
BGC0002415	11.194011	-2.7335253
BGC0002416	17.283297	7.8049645
BGC0002417	17.455929	7.543975
BGC0002418	16.418139	8.352568
BGC0002419	17.460905	7.7337937
BGC0002420	17.46853	7.473292
BGC0002421	13.036931	-2.4785933
BGC0002422	12.966634	-2.5589242
BGC0002423	3.0960016	2.1804376
BGC0002424	12.896183	-3.5891032
BGC0002425	-3.3399448	11.894174
BGC0002426	9.954021	-0.709146
BGC0002427	9.516424	12.512996
BGC0002428	8.435446	5.431494
BGC0002429	9.495144	12.501777
BGC0002430	11.36524	-3.8650417
BGC0002431	12.459902	14.530878
BGC0002432	11.96793	-2.5814927
BGC0002433	12.811794	-2.5711887
BGC0002434	14.708705	10.432607
BGC0002435	2.5365598	1.7772342
BGC0002436	3.6789715	2.6188154
BGC0002437	12.039048	-2.8031757
BGC0002438	10.221913	-0.9737339
BGC0002439	3.9150326	2.1645937
BGC0002440	12.353566	-3.043283
BGC0002441	16.09705	7.0106335
BGC0002442	-1.5980262	9.553619
BGC0002443	2.4159021	1.5613991
BGC0002444	9.118709	5.9415545
BGC0002445	8.28305	5.6366878
BGC0002446	13.229918	13.166777
BGC0002447	-1.5552503	9.490865
BGC0002448	12.719449	-3.585304
BGC0002449	4.5995674	2.5498183
BGC0002450	0.4945885	1.5008031
BGC0002451	16.865044	8.736646
BGC0002452	12.528926	13.99817
BGC0002453	13.594489	12.219807
BGC0002454	14.009853	12.642886
BGC0002455	14.203954	11.116227
BGC0002456	17.185772	8.983438
BGC0002457	9.602016	-2.0141034
BGC0002458	9.684878	-1.7171391
BGC0002460	6.153218	1.7532173
BGC0002461	12.436732	15.873402
BGC0002462	0.8073111	1.8515426
BGC0002464	4.317217	1.7654828
BGC0002465	11.707483	-2.8292599
BGC0002466	11.36155	-3.1537507
BGC0002467	11.965222	-3.5345857
BGC0002468	11.437746	-2.4742365
BGC0002469	3.7706273	1.4110093
BGC0002470	3.3189487	2.1764185
BGC0002471	3.4641235	1.9121066
BGC0002472	12.983501	-3.0165656
BGC0002473	11.170175	-2.5325532
BGC0002474	11.650482	-2.568943
BGC0002475	12.714769	-3.2970965
BGC0002476	9.418815	-1.8907198
BGC0002477	11.150718	15.44785
BGC0002478	11.440333	15.434804
BGC0002479	14.8237	10.810947
BGC0002480	15.785028	8.114079
BGC0002482	5.589206	2.0618336
BGC0002483	10.156406	12.955882
BGC0002484	16.715706	6.775091
BGC0002485	-2.2620733	9.8264
BGC0002486	-3.8156972	11.632336
BGC0002487	2.420178	2.5551345
BGC0002488	2.290591	2.472815
BGC0002489	3.3219862	2.2690048
BGC0002490	3.22733	2.83029
BGC0002491	11.250154	-2.8390403
BGC0002492	12.2733135	-2.7736673
BGC0002493	11.496545	-2.5462995
BGC0002494	11.308071	-2.448157
BGC0002495	12.159319	-2.0250819
BGC0002496	3.286732	2.792549
BGC0002497	13.235781	13.194998
BGC0002498	13.611267	13.577605
BGC0002499	3.7185965	1.0795894
BGC0002500	11.566812	13.410371
BGC0002501	10.024743	-0.708924
BGC0002502	13.440453	11.4600525
BGC0002503	13.611273	-3.259078
BGC0002504	10.686696	15.272422
BGC0002505	14.495197	10.242354
BGC0002506	11.476019	15.336653
BGC0002507	12.469643	12.768351
BGC0002508	2.3694994	1.6124799
BGC0002509	14.736732	10.355221
BGC0002510	13.112733	12.509122
BGC0002512	12.540864	-2.2100933
BGC0002514	11.0968275	15.229851
BGC0002515	13.997682	12.609596
BGC0002517	13.804764	12.790582
BGC0002518	12.348825	-2.3389246
BGC0002520	13.577277	14.643525
BGC0002521	13.397427	-2.8174148
BGC0002522	13.585438	-2.776071
BGC0002523	14.43819	11.608887
BGC0002524	-1.5260062	9.00133
BGC0002525	12.5828495	10.434344
BGC0002526	13.25499	13.860045
BGC0002527	3.6704423	2.6315682
BGC0002528	11.69959	-3.170383
BGC0002529	11.968149	-2.3157105
BGC0002530	3.3810928	2.2130487
BGC0002531	9.729369	-1.7287269
BGC0002532	16.646189	7.662897
BGC0002533	16.342054	7.545002
BGC0002535	12.613275	-3.6688113
BGC0002536	9.50249	-1.839885
BGC0002537	9.5488405	12.500654
