comparison	k	base_BGC	overlap
A vs N	10	BGC0000427	0.80000000000000004
A vs N	10	BGC0000428	0.69999999999999996
A vs N	10	BGC0000429	0.80000000000000004
A vs N	10	BGC0000430	1
A vs N	10	BGC0000431	0.80000000000000004
A vs N	10	BGC0000432	0.80000000000000004
A vs N	10	BGC0000433	0.80000000000000004
A vs N	10	BGC0000434	0.80000000000000004
A vs N	10	BGC0000435	1
A vs N	10	BGC0000436	0.69999999999999996
A vs N	10	BGC0000437	0.90000000000000002
A vs N	10	BGC0000438	0.90000000000000002
A vs N	10	BGC0000439	0.59999999999999998
A vs N	10	BGC0000440	0.69999999999999996
A vs N	10	BGC0000441	0.5
A vs N	10	BGC0000442	1
A vs N	10	BGC0000443	1
A vs N	10	BGC0000444	0.90000000000000002
A vs N	10	BGC0000445	0.80000000000000004
A vs N	10	BGC0000446	0.90000000000000002
A vs N	10	BGC0000447	0.90000000000000002
A vs N	10	BGC0000448	0.80000000000000004
A vs N	10	BGC0000449	0.90000000000000002
A vs N	10	BGC0000450	0.80000000000000004
A vs N	10	BGC0000451	0.90000000000000002
A vs N	10	BGC0000452	0.90000000000000002
A vs N	10	BGC0000453	0.90000000000000002
A vs N	10	BGC0000454	0.90000000000000002
A vs N	10	BGC0000455	0.90000000000000002
A vs N	10	BGC0000457	0.90000000000000002
A vs N	10	BGC0000458	0.80000000000000004
A vs N	10	BGC0000459	0.80000000000000004
A vs N	10	BGC0000460	0.90000000000000002
A vs N	10	BGC0000461	1
A vs N	10	BGC0000464	1
A vs N	10	BGC0000465	0.90000000000000002
A vs N	10	BGC0000466	0.80000000000000004
A vs N	10	BGC0000467	1
A vs N	10	BGC0000468	1
A vs N	10	BGC0000469	0.69999999999999996
A vs N	10	BGC0000470	0.90000000000000002
A vs N	10	BGC0000471	0.90000000000000002
A vs N	10	BGC0000472	0.90000000000000002
A vs N	10	BGC0000473	0.80000000000000004
A vs N	10	BGC0000474	0.90000000000000002
A vs N	10	BGC0000475	0.90000000000000002
A vs N	10	BGC0000476	0.69999999999999996
A vs N	10	BGC0000477	0.80000000000000004
A vs N	10	BGC0000478	0.90000000000000002
A vs N	10	BGC0000479	0.90000000000000002
A vs N	10	BGC0000480	0.80000000000000004
A vs N	10	BGC0000481	1
A vs N	10	BGC0000482	0.80000000000000004
A vs N	10	BGC0000483	1
A vs N	10	BGC0000484	0.90000000000000002
A vs N	10	BGC0000485	0.90000000000000002
A vs N	10	BGC0000486	0.80000000000000004
A vs N	10	BGC0000487	0.80000000000000004
A vs N	10	BGC0000488	0.80000000000000004
A vs N	10	BGC0000489	1
A vs N	10	BGC0000490	0.90000000000000002
A vs N	10	BGC0000491	0.90000000000000002
A vs N	10	BGC0000492	0.90000000000000002
A vs N	10	BGC0000493	0.90000000000000002
A vs N	10	BGC0000494	0.80000000000000004
A vs N	10	BGC0000495	0.80000000000000004
A vs N	10	BGC0000496	0.90000000000000002
A vs N	10	BGC0000497	1
A vs N	10	BGC0000498	0.90000000000000002
A vs N	10	BGC0000499	0.80000000000000004
A vs N	10	BGC0000500	0.80000000000000004
A vs N	10	BGC0000501	0.80000000000000004
A vs N	10	BGC0000502	1
A vs N	10	BGC0000503	0.80000000000000004
A vs N	10	BGC0000504	0.90000000000000002
A vs N	10	BGC0000505	0.80000000000000004
A vs N	10	BGC0000506	0.90000000000000002
A vs N	10	BGC0000507	0.90000000000000002
A vs N	10	BGC0000508	0.80000000000000004
A vs N	10	BGC0000509	0.90000000000000002
A vs N	10	BGC0000510	1
A vs N	10	BGC0000511	0.90000000000000002
A vs N	10	BGC0000513	0.80000000000000004
A vs N	10	BGC0000514	0.90000000000000002
A vs N	10	BGC0000515	0.90000000000000002
A vs N	10	BGC0000516	0.90000000000000002
A vs N	10	BGC0000517	0.69999999999999996
A vs N	10	BGC0000518	0.90000000000000002
A vs N	10	BGC0000519	0.90000000000000002
A vs N	10	BGC0000520	0.90000000000000002
A vs N	10	BGC0000521	0.90000000000000002
A vs N	10	BGC0000522	1
A vs N	10	BGC0000523	0.90000000000000002
A vs N	10	BGC0000525	0.90000000000000002
A vs N	10	BGC0000526	0.90000000000000002
A vs N	10	BGC0000527	0.80000000000000004
A vs N	10	BGC0000528	0.90000000000000002
A vs N	10	BGC0000529	0.80000000000000004
A vs N	10	BGC0000530	0.90000000000000002
A vs N	10	BGC0000531	0.90000000000000002
A vs N	10	BGC0000532	0.80000000000000004
A vs N	10	BGC0000533	1
A vs N	10	BGC0000534	1
A vs N	10	BGC0000535	1
A vs N	10	BGC0000536	1
A vs N	10	BGC0000537	0.90000000000000002
A vs N	10	BGC0000538	0.90000000000000002
A vs N	10	BGC0000539	1
A vs N	10	BGC0000540	0.80000000000000004
A vs N	10	BGC0000541	0.90000000000000002
A vs N	10	BGC0000542	1
A vs N	10	BGC0000543	0.90000000000000002
A vs N	10	BGC0000544	0.90000000000000002
A vs N	10	BGC0000545	0.80000000000000004
A vs N	10	BGC0000546	0.80000000000000004
A vs N	10	BGC0000547	0.90000000000000002
A vs N	10	BGC0000548	0.90000000000000002
A vs N	10	BGC0000549	0.80000000000000004
A vs N	10	BGC0000550	0.90000000000000002
A vs N	10	BGC0000551	0.80000000000000004
A vs N	10	BGC0000552	1
A vs N	10	BGC0000553	0.90000000000000002
A vs N	10	BGC0000554	0.90000000000000002
A vs N	10	BGC0000555	0.69999999999999996
A vs N	10	BGC0000556	0.90000000000000002
A vs N	10	BGC0000557	0.90000000000000002
A vs N	10	BGC0000558	1
A vs N	10	BGC0000559	1
A vs N	10	BGC0000560	0.90000000000000002
A vs N	10	BGC0000561	1
A vs N	10	BGC0000562	1
A vs N	10	BGC0000563	1
A vs N	10	BGC0000564	0.90000000000000002
A vs N	10	BGC0000565	0.69999999999999996
A vs N	10	BGC0000566	0.90000000000000002
A vs N	10	BGC0000567	0.80000000000000004
A vs N	10	BGC0000568	0.80000000000000004
A vs N	10	BGC0000569	0.90000000000000002
A vs N	10	BGC0000570	0.80000000000000004
A vs N	10	BGC0000571	0.80000000000000004
A vs N	10	BGC0000572	0.69999999999999996
A vs N	10	BGC0000573	0.90000000000000002
A vs N	10	BGC0000574	0.80000000000000004
A vs N	10	BGC0000575	0.90000000000000002
A vs N	10	BGC0000576	0.90000000000000002
A vs N	10	BGC0000577	1
A vs N	10	BGC0000578	0.80000000000000004
A vs N	10	BGC0000579	1
A vs N	10	BGC0000580	0.90000000000000002
A vs N	10	BGC0000581	0.90000000000000002
A vs N	10	BGC0000582	1
A vs N	10	BGC0000583	0.90000000000000002
A vs N	10	BGC0000584	0.90000000000000002
A vs N	10	BGC0000585	1
A vs N	10	BGC0000586	1
A vs N	10	BGC0000587	1
A vs N	10	BGC0000588	0.90000000000000002
A vs N	10	BGC0000589	0.80000000000000004
A vs N	10	BGC0000590	1
A vs N	10	BGC0000591	0.90000000000000002
A vs N	10	BGC0000592	0.90000000000000002
A vs N	10	BGC0000593	0.80000000000000004
A vs N	10	BGC0000594	0.80000000000000004
A vs N	10	BGC0000595	0.90000000000000002
A vs N	10	BGC0000596	0.90000000000000002
A vs N	10	BGC0000597	0.69999999999999996
A vs N	10	BGC0000598	0.90000000000000002
A vs N	10	BGC0000599	0.90000000000000002
A vs N	10	BGC0000600	0.90000000000000002
A vs N	10	BGC0000601	1
A vs N	10	BGC0000602	1
A vs N	10	BGC0000603	1
A vs N	10	BGC0000604	0.80000000000000004
A vs N	10	BGC0000605	0.90000000000000002
A vs N	10	BGC0000606	0.69999999999999996
A vs N	10	BGC0000607	0.59999999999999998
A vs N	10	BGC0000608	1
A vs N	10	BGC0000609	0.69999999999999996
A vs N	10	BGC0000610	0.80000000000000004
A vs N	10	BGC0000611	0.80000000000000004
A vs N	10	BGC0000612	0.90000000000000002
A vs N	10	BGC0000613	0.80000000000000004
A vs N	10	BGC0000614	0.5
A vs N	10	BGC0000615	0.90000000000000002
A vs N	10	BGC0000616	1
A vs N	10	BGC0000617	0.90000000000000002
A vs N	10	BGC0000618	0.90000000000000002
A vs N	10	BGC0000619	0.90000000000000002
A vs N	10	BGC0000620	1
A vs N	10	BGC0000621	1
A vs N	10	BGC0000622	1
A vs N	10	BGC0000623	0.90000000000000002
A vs N	10	BGC0000624	0.90000000000000002
A vs N	10	BGC0000625	0.80000000000000004
A vs N	10	BGC0000626	0.90000000000000002
A vs N	10	BGC0000627	0.69999999999999996
A vs N	10	BGC0000628	0.80000000000000004
A vs N	10	BGC0000630	0.90000000000000002
A vs N	10	BGC0000631	0.90000000000000002
A vs N	10	BGC0000632	0.90000000000000002
A vs N	10	BGC0000633	0.90000000000000002
A vs N	10	BGC0000634	1
A vs N	10	BGC0000635	1
A vs N	10	BGC0000636	0.80000000000000004
A vs N	10	BGC0000637	0.90000000000000002
A vs N	10	BGC0000638	1
A vs N	10	BGC0000639	0.90000000000000002
A vs N	10	BGC0000640	0.80000000000000004
A vs N	10	BGC0000641	1
A vs N	10	BGC0000642	1
A vs N	10	BGC0000643	0.90000000000000002
A vs N	10	BGC0000644	0.90000000000000002
A vs N	10	BGC0000645	1
A vs N	10	BGC0000646	0.90000000000000002
A vs N	10	BGC0000647	1
A vs N	10	BGC0000648	0.69999999999999996
A vs N	10	BGC0000649	0.90000000000000002
A vs N	10	BGC0000650	1
A vs N	10	BGC0000651	0.80000000000000004
A vs N	10	BGC0000652	0.90000000000000002
A vs N	10	BGC0000653	0.69999999999999996
A vs N	10	BGC0000654	0.90000000000000002
A vs N	10	BGC0000656	0.90000000000000002
A vs N	10	BGC0000657	1
A vs N	10	BGC0000658	0.90000000000000002
A vs N	10	BGC0000659	1
A vs N	10	BGC0000660	0.90000000000000002
A vs N	10	BGC0000661	0.90000000000000002
A vs N	10	BGC0000662	0.90000000000000002
A vs N	10	BGC0000663	0.90000000000000002
A vs N	10	BGC0000664	0.90000000000000002
A vs N	10	BGC0000665	0.90000000000000002
A vs N	10	BGC0000666	1
A vs N	10	BGC0000667	1
A vs N	10	BGC0000668	0.90000000000000002
A vs N	10	BGC0000669	1
A vs N	10	BGC0000670	0.90000000000000002
A vs N	10	BGC0000671	1
A vs N	10	BGC0000672	0.90000000000000002
A vs N	10	BGC0000673	0.80000000000000004
A vs N	10	BGC0000674	0.90000000000000002
A vs N	10	BGC0000675	0.90000000000000002
A vs N	10	BGC0000676	0.90000000000000002
A vs N	10	BGC0000677	1
A vs N	10	BGC0000678	0.80000000000000004
A vs N	10	BGC0000679	0.5
A vs N	10	BGC0000682	0.90000000000000002
A vs N	10	BGC0000683	1
A vs N	10	BGC0000684	0.80000000000000004
A vs N	10	BGC0000685	0.80000000000000004
A vs N	10	BGC0000686	1
A vs N	10	BGC0000687	0.90000000000000002
A vs N	10	BGC0000688	0.80000000000000004
A vs N	10	BGC0000689	0.59999999999999998
A vs N	10	BGC0000690	0.80000000000000004
A vs N	10	BGC0000691	0.90000000000000002
A vs N	10	BGC0000692	0.90000000000000002
A vs N	10	BGC0000693	0.69999999999999996
A vs N	10	BGC0000694	1
A vs N	10	BGC0000695	0.5
A vs N	10	BGC0000696	0.59999999999999998
A vs N	10	BGC0000698	0.69999999999999996
A vs N	10	BGC0000699	0.5
A vs N	10	BGC0000700	0.5
A vs N	10	BGC0000701	0.80000000000000004
A vs N	10	BGC0000702	0.69999999999999996
A vs N	10	BGC0000703	0.69999999999999996
A vs N	10	BGC0000704	0.59999999999999998
A vs N	10	BGC0000705	0.80000000000000004
A vs N	10	BGC0000706	0.90000000000000002
A vs N	10	BGC0000707	0.80000000000000004
A vs N	10	BGC0000708	0.80000000000000004
A vs N	10	BGC0000709	0.59999999999999998
A vs N	10	BGC0000711	0.69999999999999996
A vs N	10	BGC0000712	0.80000000000000004
A vs N	10	BGC0000713	0.80000000000000004
A vs N	10	BGC0000714	0.80000000000000004
A vs N	10	BGC0000715	0.69999999999999996
A vs N	10	BGC0000716	0.80000000000000004
A vs N	10	BGC0000719	0.80000000000000004
A vs N	10	BGC0000720	0.69999999999999996
A vs N	10	BGC0000721	0.69999999999999996
A vs N	10	BGC0000722	0.69999999999999996
A vs N	10	BGC0000723	0.80000000000000004
A vs N	10	BGC0000724	0.80000000000000004
A vs N	10	BGC0000725	0.80000000000000004
A vs N	10	BGC0000727	0.80000000000000004
A vs N	10	BGC0000728	0.90000000000000002
A vs N	10	BGC0000729	0.90000000000000002
A vs N	10	BGC0000730	0.80000000000000004
A vs N	10	BGC0000731	1
A vs N	10	BGC0000732	0.90000000000000002
A vs N	10	BGC0000733	0.80000000000000004
A vs N	10	BGC0000734	1
A vs N	10	BGC0000735	0.80000000000000004
A vs N	10	BGC0000736	0.80000000000000004
A vs N	10	BGC0000737	0.80000000000000004
A vs N	10	BGC0000738	0.69999999999999996
A vs N	10	BGC0000739	0.90000000000000002
A vs N	10	BGC0000740	0.69999999999999996
A vs N	10	BGC0000741	0.69999999999999996
A vs N	10	BGC0000742	0.69999999999999996
A vs N	10	BGC0000743	0.80000000000000004
A vs N	10	BGC0000744	0.90000000000000002
A vs N	10	BGC0000745	0.80000000000000004
A vs N	10	BGC0000746	0.90000000000000002
A vs N	10	BGC0000747	0.80000000000000004
A vs N	10	BGC0000748	0.90000000000000002
A vs N	10	BGC0000749	0.80000000000000004
A vs N	10	BGC0000751	0.90000000000000002
A vs N	10	BGC0000752	0.80000000000000004
A vs N	10	BGC0000753	0.80000000000000004
A vs N	10	BGC0000754	0.90000000000000002
A vs N	10	BGC0000755	0.90000000000000002
A vs N	10	BGC0000756	0.80000000000000004
A vs N	10	BGC0000757	0.80000000000000004
A vs N	10	BGC0000758	0.90000000000000002
A vs N	10	BGC0000759	0.80000000000000004
A vs N	10	BGC0000760	0.80000000000000004
A vs N	10	BGC0000761	1
A vs N	10	BGC0000762	0.80000000000000004
A vs N	10	BGC0000763	0.59999999999999998
A vs N	10	BGC0000764	0.59999999999999998
A vs N	10	BGC0000765	0.80000000000000004
A vs N	10	BGC0000766	0.69999999999999996
A vs N	10	BGC0000767	0.80000000000000004
A vs N	10	BGC0000768	0.90000000000000002
A vs N	10	BGC0000769	0.80000000000000004
A vs N	10	BGC0000770	0.69999999999999996
A vs N	10	BGC0000772	0.80000000000000004
A vs N	10	BGC0000773	0.80000000000000004
A vs N	10	BGC0000774	0.90000000000000002
A vs N	10	BGC0000775	0.69999999999999996
A vs N	10	BGC0000776	0.80000000000000004
A vs N	10	BGC0000777	0.90000000000000002
A vs N	10	BGC0000778	0.90000000000000002
A vs N	10	BGC0000779	0.69999999999999996
A vs N	10	BGC0000780	0.40000000000000002
A vs N	10	BGC0000781	0.80000000000000004
A vs N	10	BGC0000782	0.69999999999999996
A vs N	10	BGC0000783	0.80000000000000004
A vs N	10	BGC0000784	0.90000000000000002
A vs N	10	BGC0000785	0.80000000000000004
A vs N	10	BGC0000786	0.80000000000000004
A vs N	10	BGC0000787	0.80000000000000004
A vs N	10	BGC0000788	0.80000000000000004
A vs N	10	BGC0000789	0.90000000000000002
A vs N	10	BGC0000790	0.80000000000000004
A vs N	10	BGC0000791	0.80000000000000004
A vs N	10	BGC0000792	0.80000000000000004
A vs N	10	BGC0000793	0.69999999999999996
A vs N	10	BGC0000794	0.90000000000000002
A vs N	10	BGC0000795	0.90000000000000002
A vs N	10	BGC0000796	0.69999999999999996
A vs N	10	BGC0000797	0.59999999999999998
A vs N	10	BGC0000798	1
A vs N	10	BGC0000799	0.69999999999999996
A vs N	10	BGC0000800	0.80000000000000004
A vs N	10	BGC0000801	0.69999999999999996
A vs N	10	BGC0000802	0.80000000000000004
A vs N	10	BGC0000803	0.90000000000000002
A vs N	10	BGC0000804	0.90000000000000002
A vs N	10	BGC0000806	0.80000000000000004
A vs N	10	BGC0000807	0.59999999999999998
A vs N	10	BGC0000809	0.80000000000000004
A vs N	10	BGC0000810	1
A vs N	10	BGC0000811	0.90000000000000002
A vs N	10	BGC0000812	0.69999999999999996
A vs N	10	BGC0000813	1
A vs N	10	BGC0000814	0.90000000000000002
A vs N	10	BGC0000815	0.80000000000000004
A vs N	10	BGC0000816	1
A vs N	10	BGC0000817	0.90000000000000002
A vs N	10	BGC0000818	0.90000000000000002
A vs N	10	BGC0000819	0.90000000000000002
A vs N	10	BGC0000820	1
A vs N	10	BGC0000821	1
A vs N	10	BGC0000825	1
A vs N	10	BGC0000826	0.90000000000000002
A vs N	10	BGC0000827	0.80000000000000004
A vs N	10	BGC0000829	0.90000000000000002
A vs N	10	BGC0000830	0.90000000000000002
A vs N	10	BGC0000831	0.90000000000000002
A vs N	10	BGC0000832	0.80000000000000004
A vs N	10	BGC0000833	0.59999999999999998
A vs N	10	BGC0000834	1
A vs N	10	BGC0000836	0.90000000000000002
A vs N	10	BGC0000837	0.90000000000000002
A vs N	10	BGC0000838	0.5
A vs N	10	BGC0000839	0.90000000000000002
A vs N	10	BGC0000840	0.90000000000000002
A vs N	10	BGC0000841	0.80000000000000004
A vs N	10	BGC0000842	0.80000000000000004
A vs N	10	BGC0000843	0.90000000000000002
A vs N	10	BGC0000844	0.90000000000000002
A vs N	10	BGC0000845	0.80000000000000004
A vs N	10	BGC0000846	0.90000000000000002
A vs N	10	BGC0000847	0.69999999999999996
A vs N	10	BGC0000848	0.90000000000000002
A vs N	10	BGC0000849	0.90000000000000002
A vs N	10	BGC0000850	0.90000000000000002
A vs N	10	BGC0000851	0.90000000000000002
A vs N	10	BGC0000852	1
A vs N	10	BGC0000853	0.90000000000000002
A vs N	10	BGC0000854	0.90000000000000002
A vs N	10	BGC0000855	0.90000000000000002
A vs N	10	BGC0000856	1
A vs N	10	BGC0000857	0.90000000000000002
A vs N	10	BGC0000858	1
A vs N	10	BGC0000859	0.80000000000000004
A vs N	10	BGC0000860	1
A vs N	10	BGC0000861	1
A vs N	10	BGC0000862	0.90000000000000002
A vs N	10	BGC0000863	1
A vs N	10	BGC0000864	1
A vs N	10	BGC0000865	0.90000000000000002
A vs N	10	BGC0000866	0.90000000000000002
A vs N	10	BGC0000867	0.90000000000000002
A vs N	10	BGC0000868	0.69999999999999996
A vs N	10	BGC0000869	0.80000000000000004
A vs N	10	BGC0000870	0.90000000000000002
A vs N	10	BGC0000871	1
A vs N	10	BGC0000872	0.80000000000000004
A vs N	10	BGC0000873	0.80000000000000004
A vs N	10	BGC0000874	0.80000000000000004
A vs N	10	BGC0000875	0.59999999999999998
A vs N	10	BGC0000876	0.90000000000000002
A vs N	10	BGC0000877	0.80000000000000004
A vs N	10	BGC0000878	0.90000000000000002
A vs N	10	BGC0000879	0.90000000000000002
A vs N	10	BGC0000880	0.90000000000000002
A vs N	10	BGC0000881	0.90000000000000002
A vs N	10	BGC0000882	0.80000000000000004
A vs N	10	BGC0000883	1
A vs N	10	BGC0000884	1
A vs N	10	BGC0000885	0.90000000000000002
A vs N	10	BGC0000886	0.80000000000000004
A vs N	10	BGC0000887	1
A vs N	10	BGC0000888	1
A vs N	10	BGC0000889	0.90000000000000002
A vs N	10	BGC0000890	1
A vs N	10	BGC0000891	0.80000000000000004
A vs N	10	BGC0000892	0.90000000000000002
A vs N	10	BGC0000893	0.69999999999999996
A vs N	10	BGC0000894	0.80000000000000004
A vs N	10	BGC0000895	0.90000000000000002
A vs N	10	BGC0000896	0.80000000000000004
A vs N	10	BGC0000897	0.5
A vs N	10	BGC0000898	0.90000000000000002
A vs N	10	BGC0000899	0.80000000000000004
A vs N	10	BGC0000900	1
A vs N	10	BGC0000901	0.90000000000000002
A vs N	10	BGC0000902	0.90000000000000002
A vs N	10	BGC0000903	0.90000000000000002
A vs N	10	BGC0000904	0.90000000000000002
A vs N	10	BGC0000905	1
A vs N	10	BGC0000906	0.90000000000000002
A vs N	10	BGC0000907	0.90000000000000002
A vs N	10	BGC0000908	0.90000000000000002
A vs N	10	BGC0000909	0.90000000000000002
A vs N	10	BGC0000910	0.90000000000000002
A vs N	10	BGC0000911	0.90000000000000002
A vs N	10	BGC0000912	0.90000000000000002
A vs N	10	BGC0000913	0.90000000000000002
A vs N	10	BGC0000914	0.80000000000000004
A vs N	10	BGC0000915	0.40000000000000002
A vs N	10	BGC0000916	0.90000000000000002
A vs N	10	BGC0000917	1
A vs N	10	BGC0000918	1
A vs N	10	BGC0000919	0.80000000000000004
A vs N	10	BGC0000920	1
A vs N	10	BGC0000921	0.80000000000000004
A vs N	10	BGC0000922	0.90000000000000002
A vs N	10	BGC0000923	1
A vs N	10	BGC0000924	0.90000000000000002
A vs N	10	BGC0000925	0.90000000000000002
A vs N	10	BGC0000926	0.90000000000000002
A vs N	10	BGC0000927	0.90000000000000002
A vs N	10	BGC0000929	0.90000000000000002
A vs N	10	BGC0000930	0.90000000000000002
A vs N	10	BGC0000932	1
A vs N	10	BGC0000933	1
A vs N	10	BGC0000934	0.90000000000000002
A vs N	10	BGC0000935	0.90000000000000002
A vs N	10	BGC0000936	1
A vs N	10	BGC0000937	0.69999999999999996
A vs N	10	BGC0000938	0.5
A vs N	10	BGC0000939	0.90000000000000002
A vs N	10	BGC0000940	0.90000000000000002
A vs N	10	BGC0000941	0.90000000000000002
A vs N	10	BGC0000942	0.90000000000000002
A vs N	10	BGC0000943	0.90000000000000002
A vs N	10	BGC0000944	0.90000000000000002
A vs N	10	BGC0000945	1
A vs N	10	BGC0000946	0.80000000000000004
A vs N	10	BGC0000947	0.90000000000000002
A vs N	10	BGC0000948	0.90000000000000002
A vs N	10	BGC0000949	0.59999999999999998
A vs N	10	BGC0000950	0.69999999999999996
A vs N	10	BGC0000951	0.90000000000000002
A vs N	10	BGC0000953	0.80000000000000004
A vs N	10	BGC0000954	0.80000000000000004
A vs N	10	BGC0000955	0.80000000000000004
A vs N	10	BGC0000956	1
A vs N	10	BGC0000957	0.69999999999999996
A vs N	10	BGC0000958	0.59999999999999998
A vs N	10	BGC0000959	0.80000000000000004
A vs N	10	BGC0000960	0.69999999999999996
A vs N	10	BGC0000961	0.69999999999999996
A vs N	10	BGC0000962	0.80000000000000004
A vs N	10	BGC0000963	0.69999999999999996
A vs N	10	BGC0000964	0.80000000000000004
A vs N	10	BGC0000965	0.40000000000000002
A vs N	10	BGC0000966	0.59999999999999998
A vs N	10	BGC0000967	0.90000000000000002
A vs N	10	BGC0000968	0.90000000000000002
A vs N	10	BGC0000969	1
A vs N	10	BGC0000970	0.80000000000000004
A vs N	10	BGC0000971	0.90000000000000002
A vs N	10	BGC0000972	0.90000000000000002
A vs N	10	BGC0000973	0.80000000000000004
A vs N	10	BGC0000974	0.69999999999999996
A vs N	10	BGC0000975	1
A vs N	10	BGC0000976	0.80000000000000004
A vs N	10	BGC0000977	0.90000000000000002
A vs N	10	BGC0000978	0.90000000000000002
A vs N	10	BGC0000979	0.90000000000000002
A vs N	10	BGC0000980	0.90000000000000002
A vs N	10	BGC0000981	0.80000000000000004
A vs N	10	BGC0000982	0.80000000000000004
A vs N	10	BGC0000983	1
A vs N	10	BGC0000984	0.90000000000000002
A vs N	10	BGC0000985	0.69999999999999996
A vs N	10	BGC0000986	0.80000000000000004
A vs N	10	BGC0000988	0.80000000000000004
A vs N	10	BGC0000989	0.90000000000000002
A vs N	10	BGC0000990	0.90000000000000002
A vs N	10	BGC0000991	0.69999999999999996
A vs N	10	BGC0000992	0.80000000000000004
A vs N	10	BGC0000993	0.80000000000000004
A vs N	10	BGC0000994	0.80000000000000004
A vs N	10	BGC0000995	0.90000000000000002
A vs N	10	BGC0000996	0.90000000000000002
A vs N	10	BGC0000997	0.80000000000000004
A vs N	10	BGC0000998	0.69999999999999996
A vs N	10	BGC0000999	0.90000000000000002
A vs N	10	BGC0001000	0.80000000000000004
A vs N	10	BGC0001001	0.90000000000000002
A vs N	10	BGC0001002	0.90000000000000002
A vs N	10	BGC0001003	0.90000000000000002
A vs N	10	BGC0001004	0.69999999999999996
A vs N	10	BGC0001005	0.90000000000000002
A vs N	10	BGC0001006	0.90000000000000002
A vs N	10	BGC0001007	0.90000000000000002
A vs N	10	BGC0001008	0.59999999999999998
A vs N	10	BGC0001010	0.90000000000000002
A vs N	10	BGC0001011	0.59999999999999998
A vs N	10	BGC0001012	0.69999999999999996
A vs N	10	BGC0001013	0.10000000000000001
A vs N	10	BGC0001014	0.80000000000000004
A vs N	10	BGC0001015	0.80000000000000004
A vs N	10	BGC0001016	0.80000000000000004
A vs N	10	BGC0001017	1
A vs N	10	BGC0001018	0.90000000000000002
A vs N	10	BGC0001019	0.90000000000000002
A vs N	10	BGC0001020	0.69999999999999996
A vs N	10	BGC0001021	0.80000000000000004
A vs N	10	BGC0001022	0.80000000000000004
A vs N	10	BGC0001023	0.80000000000000004
A vs N	10	BGC0001024	0.69999999999999996
A vs N	10	BGC0001025	0.90000000000000002
A vs N	10	BGC0001026	1
A vs N	10	BGC0001027	0.90000000000000002
A vs N	10	BGC0001028	1
A vs N	10	BGC0001029	0.80000000000000004
A vs N	10	BGC0001030	0.90000000000000002
A vs N	10	BGC0001031	0.90000000000000002
A vs N	10	BGC0001032	0.80000000000000004
A vs N	10	BGC0001033	0.90000000000000002
A vs N	10	BGC0001034	0.90000000000000002
A vs N	10	BGC0001035	0.80000000000000004
A vs N	10	BGC0001036	0.59999999999999998
A vs N	10	BGC0001037	1
A vs N	10	BGC0001038	0.69999999999999996
A vs N	10	BGC0001039	0.69999999999999996
A vs N	10	BGC0001040	0.80000000000000004
A vs N	10	BGC0001041	0.90000000000000002
A vs N	10	BGC0001042	0.80000000000000004
A vs N	10	BGC0001043	0.80000000000000004
A vs N	10	BGC0001044	0.90000000000000002
A vs N	10	BGC0001045	0.59999999999999998
A vs N	10	BGC0001046	0.59999999999999998
A vs N	10	BGC0001047	0.90000000000000002
A vs N	10	BGC0001048	0.69999999999999996
A vs N	10	BGC0001049	1
A vs N	10	BGC0001050	0.90000000000000002
A vs N	10	BGC0001051	0.69999999999999996
A vs N	10	BGC0001052	0.80000000000000004
A vs N	10	BGC0001053	0.80000000000000004
A vs N	10	BGC0001054	0.90000000000000002
A vs N	10	BGC0001055	0.59999999999999998
A vs N	10	BGC0001056	0.69999999999999996
A vs N	10	BGC0001057	0.80000000000000004
A vs N	10	BGC0001058	0.69999999999999996
A vs N	10	BGC0001059	0.80000000000000004
A vs N	10	BGC0001060	0.29999999999999999
A vs N	10	BGC0001061	0.59999999999999998
A vs N	10	BGC0001062	0.59999999999999998
A vs N	10	BGC0001063	0.59999999999999998
A vs N	10	BGC0001064	0.90000000000000002
A vs N	10	BGC0001065	0.69999999999999996
A vs N	10	BGC0001066	0.69999999999999996
A vs N	10	BGC0001067	0.90000000000000002
A vs N	10	BGC0001068	0.90000000000000002
A vs N	10	BGC0001069	0.80000000000000004
A vs N	10	BGC0001070	0.69999999999999996
A vs N	10	BGC0001071	0.90000000000000002
A vs N	10	BGC0001072	0.69999999999999996
A vs N	10	BGC0001073	0.40000000000000002
A vs N	10	BGC0001074	0.80000000000000004
A vs N	10	BGC0001075	0.80000000000000004
A vs N	10	BGC0001076	0.90000000000000002
A vs N	10	BGC0001077	0.90000000000000002
A vs N	10	BGC0001078	0.80000000000000004
A vs N	10	BGC0001079	0.90000000000000002
A vs N	10	BGC0001080	1
A vs N	10	BGC0001082	0.90000000000000002
A vs N	10	BGC0001083	0.90000000000000002
A vs N	10	BGC0001084	0.90000000000000002
A vs N	10	BGC0001085	1
A vs N	10	BGC0001088	0.90000000000000002
A vs N	10	BGC0001089	0.69999999999999996
A vs N	10	BGC0001090	0.69999999999999996
A vs N	10	BGC0001091	0.90000000000000002
A vs N	10	BGC0001093	0.90000000000000002
A vs N	10	BGC0001094	0.80000000000000004
A vs N	10	BGC0001095	0.80000000000000004
A vs N	10	BGC0001098	0.80000000000000004
A vs N	10	BGC0001099	0.90000000000000002
A vs N	10	BGC0001100	0.69999999999999996
A vs N	10	BGC0001101	0.5
A vs N	10	BGC0001102	1
