edge_id	source	target	interaction	edge_type	evidence	is_direct_alignment	cluster_representative	cluster_size	cluster_visibility_in_original_network	raw_m8_query	raw_m8_target	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits
A0A3Q8Q3U2__direct_alignment__A0A6J5NLG3	A0A3Q8Q3U2	A0A6J5NLG3	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J5NLG3	0.310	74	24	11	180	244	290	345	4.415E-01	28
A0A3Q8Q3U2__direct_alignment__A0A6M2ZHL2	A0A3Q8Q3U2	A0A6M2ZHL2	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6M2ZHL2	0.261	107	24	10	132	236	96	149	4.415E-01	28
A0A3Q8Q3U2__direct_alignment__A0A6N1NUS0	A0A3Q8Q3U2	A0A6N1NUS0	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6N1NUS0	0.260	50	14	5	198	244	241	270	3.209E-01	28
A0A3Q8Q3U2__direct_alignment__A0A7D3V5B6	A0A3Q8Q3U2	A0A7D3V5B6	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A7D3V5B6	0.259	131	43	17	146	249	143	246	5.063E-03	34
A0A3Q8Q3U2__direct_alignment__A0A142CKC9	A0A3Q8Q3U2	A0A142CKC9	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A142CKC9	0.200	60	34	8	20	70	97	151	1.232E-01	30
A0A3Q8Q3U2__direct_alignment__A0A3G5A8Z5	A0A3Q8Q3U2	A0A3G5A8Z5	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A3G5A8Z5	0.254	59	22	7	159	213	132	172	8.358E-01	27
A0A3Q8Q3U2__direct_alignment__A7ITQ7	A0A3Q8Q3U2	A7ITQ7	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A7ITQ7	0.233	77	27	8	14	80	99	153	4.415E-01	28
A0A3Q8Q3U2__cluster_membership__M1HRI9	A0A3Q8Q3U2	M1HRI9	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__F2Y0P4	A0A3Q8Q3U2	F2Y0P4	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	F2Y0P4	0.300	70	20	8	193	253	215	264	7.455E-04	37
A0A3Q8Q3U2__direct_alignment__A0A6N1NM99	A0A3Q8Q3U2	A0A6N1NM99	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6N1NM99	0.283	81	28	12	10	75	57	122	1.695E-01	29
A0A3Q8Q3U2__direct_alignment__A0A3G4ZPA3	A0A3Q8Q3U2	A0A3G4ZPA3	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A3G4ZPA3	0.255	180	61	23	120	242	935	1098	1.943E-03	35
A0A3Q8Q3U2__direct_alignment__D9CGB5	A0A3Q8Q3U2	D9CGB5	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	D9CGB5	0.215	93	27	10	139	205	35	107	3.209E-01	28
A0A3Q8Q3U2__cluster_membership__A0A6J5S3E7	A0A3Q8Q3U2	A0A6J5S3E7	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__cluster_membership__A0A6M3VX42	A0A3Q8Q3U2	A0A6M3VX42	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__cluster_membership__A0A5J6VJ25	A0A3Q8Q3U2	A0A5J6VJ25	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__A0A7S9STX8	A0A3Q8Q3U2	A0A7S9STX8	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A7S9STX8	0.282	39	19	3	15	50	154	186	6.075E-01	27
A0A3Q8Q3U2__direct_alignment__A0A1V0SAN7	A0A3Q8Q3U2	A0A1V0SAN7	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A1V0SAN7	0.295	61	17	7	14	69	259	298	5.063E-03	34
A0A3Q8Q3U2__direct_alignment__A0A5B8HW22	A0A3Q8Q3U2	A0A5B8HW22	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A5B8HW22	0.229	96	32	9	13	72	516	605	2.674E-03	35
A0A3Q8Q3U2__direct_alignment__A0A6J7X1M3	A0A3Q8Q3U2	A0A6J7X1M3	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J7X1M3	0.225	62	33	5	151	205	160	213	6.075E-01	27
A0A3Q8Q3U2__direct_alignment__A0A218MN63	A0A3Q8Q3U2	A0A218MN63	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A218MN63	0.246	65	26	9	36	80	2	63	9.587E-03	33
A0A3Q8Q3U2__direct_alignment__A0A481YWN0	A0A3Q8Q3U2	A0A481YWN0	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A481YWN0	0.275	69	27	9	16	68	324	385	5.063E-03	34
A0A3Q8Q3U2__direct_alignment__A0A6J5MS10	A0A3Q8Q3U2	A0A6J5MS10	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J5MS10	0.263	133	37	16	162	246	189	308	3.679E-03	35
A0A3Q8Q3U2__direct_alignment__A0A516MN23	A0A3Q8Q3U2	A0A516MN23	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A516MN23	0.257	66	25	8	12	55	35	98	1.695E-01	29
A0A3Q8Q3U2__direct_alignment__A0A481Z321	A0A3Q8Q3U2	A0A481Z321	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A481Z321	0.200	80	28	5	146	217	131	182	1.150E+00	26
A0A3Q8Q3U2__direct_alignment__A0A0N7G7I9	A0A3Q8Q3U2	A0A0N7G7I9	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A0N7G7I9	0.254	55	21	6	13	59	173	215	2.674E-03	35
A0A3Q8Q3U2__direct_alignment__A0A1V0SB89	A0A3Q8Q3U2	A0A1V0SB89	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A1V0SB89	0.274	62	19	7	38	82	261	313	1.815E-02	32
A0A3Q8Q3U2__direct_alignment__A0A1V0SFS6	A0A3Q8Q3U2	A0A1V0SFS6	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A1V0SFS6	0.294	68	21	7	52	112	99	146	4.120E+00	25
A0A3Q8Q3U2__direct_alignment__A0A3G4ZQT4	A0A3Q8Q3U2	A0A3G4ZQT4	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A3G4ZQT4	0.240	54	21	5	169	210	159	204	6.507E-02	30
A0A3Q8Q3U2__direct_alignment__A0A1V0SD50	A0A3Q8Q3U2	A0A1V0SD50	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A1V0SD50	0.255	86	40	10	170	240	201	277	1.815E-02	32
A0A3Q8Q3U2__cluster_membership__A0A481YZI4	A0A3Q8Q3U2	A0A481YZI4	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__A0A6J5LKV1	A0A3Q8Q3U2	A0A6J5LKV1	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J5LKV1	0.292	65	19	9	11	69	153	196	6.075E-01	27
A0A3Q8Q3U2__cluster_membership__A0A6J5SWK6	A0A3Q8Q3U2	A0A6J5SWK6	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__G4YCM1	A0A3Q8Q3U2	G4YCM1	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	G4YCM1	0.227	44	17	4	16	57	252	280	5.669E+00	24
A0A3Q8Q3U2__direct_alignment__A0A6J4EII8	A0A3Q8Q3U2	A0A6J4EII8	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J4EII8	0.166	24	12	1	14	29	48	71	5.669E+00	24
A0A3Q8Q3U2__direct_alignment__V5LR58	A0A3Q8Q3U2	V5LR58	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	V5LR58	0.261	42	19	7	151	183	44	82	7.799E+00	24
A0A3Q8Q3U2__direct_alignment__A0A1V0SHI8	A0A3Q8Q3U2	A0A1V0SHI8	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A1V0SHI8	0.198	116	38	13	146	240	66	147	4.415E-01	28
A0A3Q8Q3U2__direct_alignment__A0A6J7WZJ8	A0A3Q8Q3U2	A0A6J7WZJ8	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J7WZJ8	0.220	50	26	3	13	52	74	120	5.669E+00	24
A0A3Q8Q3U2__direct_alignment__A0A3G5A0C8	A0A3Q8Q3U2	A0A3G5A0C8	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A3G5A0C8	0.259	77	22	10	145	193	283	352	3.437E-02	31
A0A3Q8Q3U2__direct_alignment__A0A5J6VK53	A0A3Q8Q3U2	A0A5J6VK53	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A5J6VK53	0.291	72	19	7	196	248	321	379	4.729E-02	31
A0A3Q8Q3U2__cluster_membership__A0A6G6XQV8	A0A3Q8Q3U2	A0A6G6XQV8	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__M1HWA2	A0A3Q8Q3U2	M1HWA2	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	M1HWA2	0.219	41	20	3	19	59	1	29	2.332E-01	29
A0A3Q8Q3U2__direct_alignment__M1IF74	A0A3Q8Q3U2	M1IF74	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	M1IF74	0.222	54	24	5	12	59	181	222	1.232E-01	30
A0A3Q8Q3U2__direct_alignment__F2Y1U4	A0A3Q8Q3U2	F2Y1U4	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	F2Y1U4	0.242	128	40	19	151	237	91	202	3.437E-02	31
A0A3Q8Q3U2__direct_alignment__G8DG08	A0A3Q8Q3U2	G8DG08	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	G8DG08	0.365	41	13	4	38	75	57	87	6.075E-01	27
A0A3Q8Q3U2__direct_alignment__A0A6G6XNF4	A0A3Q8Q3U2	A0A6G6XNF4	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6G6XNF4	0.282	46	23	3	15	50	53	98	1.582E+00	26
A0A3Q8Q3U2__direct_alignment__A0A5K0U961	A0A3Q8Q3U2	A0A5K0U961	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A5K0U961	0.244	86	30	7	18	68	7	92	5.794E-05	40
A0A3Q8Q3U2__direct_alignment__A0A481Z509	A0A3Q8Q3U2	A0A481Z509	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A481Z509	0.247	105	37	10	121	200	177	264	1.943E-03	35
A0A3Q8Q3U2__cluster_membership__A0A6J5LK45	A0A3Q8Q3U2	A0A6J5LK45	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__A0A6J5M9V0	A0A3Q8Q3U2	A0A6J5M9V0	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J5M9V0	0.290	55	18	6	194	245	73	109	1.150E+00	26
A0A3Q8Q3U2__direct_alignment__A0A6J5M3X6	A0A3Q8Q3U2	A0A6J5M3X6	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J5M3X6	0.290	62	21	8	32	86	102	147	1.232E-01	30
A0A3Q8Q3U2__direct_alignment__A0A3G5A4X3	A0A3Q8Q3U2	A0A3G5A4X3	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A3G5A4X3	0.218	128	42	15	149	253	31	123	2.498E-02	32
A0A3Q8Q3U2__cluster_membership__A0A6J5N3U8	A0A3Q8Q3U2	A0A6J5N3U8	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__cluster_membership__A0A6J5RL31	A0A3Q8Q3U2	A0A6J5RL31	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__M1IPF3	A0A3Q8Q3U2	M1IPF3	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	M1IPF3	0.333	33	12	3	172	204	165	187	6.507E-02	30
A0A3Q8Q3U2__direct_alignment__A0A6J5SYC8	A0A3Q8Q3U2	A0A6J5SYC8	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J5SYC8	0.220	68	21	6	195	251	19	65	3.209E-01	28
A0A3Q8Q3U2__direct_alignment__A0A5J6TN04	A0A3Q8Q3U2	A0A5J6TN04	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A5J6TN04	0.267	56	19	7	16	60	62	106	2.177E+00	25
A0A3Q8Q3U2__direct_alignment__A0A1B1ISU6	A0A3Q8Q3U2	A0A1B1ISU6	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A1B1ISU6	0.232	86	31	10	174	248	43	104	4.729E-02	31
A0A3Q8Q3U2__direct_alignment__A0A5J6VJR2	A0A3Q8Q3U2	A0A5J6VJR2	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A5J6VJR2	0.212	132	43	16	163	252	733	845	1.815E-02	32
A0A3Q8Q3U2__direct_alignment__A0A1V0SAX9	A0A3Q8Q3U2	A0A1V0SAX9	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A1V0SAX9	0.219	282	72	32	38	245	235	442	5.063E-03	34
A0A3Q8Q3U2__direct_alignment__A0A6N1NUE9	A0A3Q8Q3U2	A0A6N1NUE9	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6N1NUE9	0.372	43	11	5	36	70	249	283	7.455E-04	37
A0A3Q8Q3U2__direct_alignment__A0A6J5Q6Z7	A0A3Q8Q3U2	A0A6J5Q6Z7	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J5Q6Z7	0.301	73	17	9	12	70	171	223	8.358E-01	27
A0A3Q8Q3U2__direct_alignment__A0A6J7XGK1	A0A3Q8Q3U2	A0A6J7XGK1	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J7XGK1	0.303	33	8	3	173	201	85	106	7.799E+00	24
A0A3Q8Q3U2__direct_alignment__A0A7D7JQS0	A0A3Q8Q3U2	A0A7D7JQS0	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A7D7JQS0	0.209	81	35	9	20	86	122	187	4.120E+00	25
A0A3Q8Q3U2__direct_alignment__A0A3G5AI12	A0A3Q8Q3U2	A0A3G5AI12	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A3G5AI12	0.258	58	19	6	18	55	11	64	2.674E-03	35
A0A3Q8Q3U2__cluster_membership__A0A346LU90	A0A3Q8Q3U2	A0A346LU90	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__A0A516MAT7	A0A3Q8Q3U2	A0A516MAT7	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A516MAT7	0.263	72	33	8	177	236	55	118	1.695E-01	29
A0A3Q8Q3U2__direct_alignment__A0A3G5AKC0	A0A3Q8Q3U2	A0A3G5AKC0	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A3G5AKC0	0.226	84	27	10	148	206	100	170	8.358E-01	27
A0A3Q8Q3U2__direct_alignment__A0A3G4ZTB4	A0A3Q8Q3U2	A0A3G4ZTB4	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A3G4ZTB4	0.307	52	19	6	183	230	41	79	8.953E-02	30
A0A3Q8Q3U2__direct_alignment__A0A3G5AE94	A0A3Q8Q3U2	A0A3G5AE94	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A3G5AE94	0.246	65	29	7	150	201	187	244	4.729E-02	31
A0A3Q8Q3U2__cluster_membership__A0A5J6TUA4	A0A3Q8Q3U2	A0A5J6TUA4	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__cluster_membership__S5Y2M5	A0A3Q8Q3U2	S5Y2M5	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__A0A6J5RYU2	A0A3Q8Q3U2	A0A6J5RYU2	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J5RYU2	0.191	277	80	29	19	241	1	187	6.967E-03	34
A0A3Q8Q3U2__direct_alignment__A0A481YP21	A0A3Q8Q3U2	A0A481YP21	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A481YP21	0.366	30	7	4	19	41	255	279	4.120E+00	25
A0A3Q8Q3U2__direct_alignment__A0A481YYT4	A0A3Q8Q3U2	A0A481YYT4	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A481YYT4	0.278	79	24	9	145	207	143	204	2.498E-02	32
A0A3Q8Q3U2__direct_alignment__A0A6J5LYF1	A0A3Q8Q3U2	A0A6J5LYF1	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J5LYF1	0.269	26	11	1	52	69	98	123	7.799E+00	24
A0A3Q8Q3U2__direct_alignment__A0A3G5AG20	A0A3Q8Q3U2	A0A3G5AG20	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A3G5AG20	0.265	113	33	13	5	88	124	215	1.695E-01	29
A0A3Q8Q3U2__direct_alignment__G8DFM8	A0A3Q8Q3U2	G8DFM8	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	G8DFM8	0.230	104	52	11	142	241	170	249	6.075E-01	27
A0A3Q8Q3U2__direct_alignment__A0A6H1QUH7	A0A3Q8Q3U2	A0A6H1QUH7	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6H1QUH7	0.239	71	26	7	14	73	210	263	1.319E-02	33
A0A3Q8Q3U2__cluster_membership__A0A481YUG7	A0A3Q8Q3U2	A0A481YUG7	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__M4QT85	A0A3Q8Q3U2	M4QT85	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	M4QT85	0.200	95	34	11	4	87	150	213	2.332E-01	29
A0A3Q8Q3U2__direct_alignment__A0A481Z3I7	A0A3Q8Q3U2	A0A481Z3I7	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A481Z3I7	0.214	135	34	13	146	233	40	149	1.582E+00	26
A0A3Q8Q3U2__direct_alignment__A0A1V0SJN8	A0A3Q8Q3U2	A0A1V0SJN8	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A1V0SJN8	0.216	74	27	8	11	75	9	60	3.209E-01	28
A0A3Q8Q3U2__cluster_membership__A0A481Z5F2	A0A3Q8Q3U2	A0A481Z5F2	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__A0A6B9R339	A0A3Q8Q3U2	A0A6B9R339	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6B9R339	0.280	57	18	6	29	68	34	84	2.674E-03	35
A0A3Q8Q3U2__direct_alignment__A0A1V0G3L5	A0A3Q8Q3U2	A0A1V0G3L5	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A1V0G3L5	0.287	73	24	9	19	78	57	114	1.582E+00	26
A0A3Q8Q3U2__direct_alignment__A0A1X9PQV0	A0A3Q8Q3U2	A0A1X9PQV0	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A1X9PQV0	0.287	73	24	9	19	78	118	175	1.582E+00	26
A0A3Q8Q3U2__direct_alignment__A0A1Z3GCT9	A0A3Q8Q3U2	A0A1Z3GCT9	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A1Z3GCT9	0.263	91	34	15	174	252	200	269	5.669E+00	24
A0A3Q8Q3U2__cluster_membership__A0A385JFV3	A0A3Q8Q3U2	A0A385JFV3	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__M9Z3C6	A0A3Q8Q3U2	M9Z3C6	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	M9Z3C6	0.243	74	30	7	153	214	34	93	4.120E+00	25
A0A3Q8Q3U2__cluster_membership__Q070E8	A0A3Q8Q3U2	Q070E8	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__cluster_membership__A0A6J5P958	A0A3Q8Q3U2	A0A6J5P958	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__cluster_membership__A0A292GCA9	A0A3Q8Q3U2	A0A292GCA9	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__cluster_membership__A0A6J5LJS2	A0A3Q8Q3U2	A0A6J5LJS2	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__cluster_membership__A0A6J5SI42	A0A3Q8Q3U2	A0A6J5SI42	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__A0A8S5SG95	A0A3Q8Q3U2	A0A8S5SG95	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A8S5SG95	0.323	34	13	3	203	236	39	62	2.177E+00	25
A0A3Q8Q3U2__direct_alignment__A0A3G1L3B7	A0A3Q8Q3U2	A0A3G1L3B7	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A3G1L3B7	0.236	93	33	8	16	72	91	181	4.120E+00	25
A0A3Q8Q3U2__direct_alignment__A0A6J5M498	A0A3Q8Q3U2	A0A6J5M498	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J5M498	0.296	54	19	8	14	53	73	121	3.209E-01	28
A0A3Q8Q3U2__cluster_membership__A0A8S5SAG0	A0A3Q8Q3U2	A0A8S5SAG0	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__cluster_membership__A0A8S5Q9G5	A0A3Q8Q3U2	A0A8S5Q9G5	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
